name,location,node_type
Veddeler Marktplatz,POINT(10.023764 53.529404),['Station']
Zweibrückenstraße,POINT(10.027961 53.533942),['Station']
Hovestraße (Kehre),POINT(10.049789 53.516428),['Station']
Hovestraße 68,POINT(10.045601 53.517786),['Station']
Hovestraße 49,POINT(10.039109 53.5199),['Station']
Aurubis Zentrale,POINT(10.033829 53.521608),['Station']
Hovestraße 44,POINT(10.030418 53.522707),['Station']
Peutestraße 22,POINT(10.036209 53.523995),['Station']
U S Elbbrücken (Zweibrückenstraße),POINT(10.025511 53.534286),['Station']
Georgswerder Damm,POINT(10.026332 53.526462),['Station']
Peuter Elbdeich,POINT(10.043374 53.52166),['Station']
Peutestraße 50,POINT(10.047921 53.520146),['Station']
Peutestraße 72,POINT(10.052735 53.517912),['Station']
Müggenburger Schleuse,POINT(10.055259 53.512687),['Station']
Algermissenstraße,POINT(10.011515 53.497017),['Station']
Susbeeck,POINT(9.452963 53.456504),['Station']
Gewerbegebiet Obergeorgswerder,POINT(10.048051 53.508949),['Station']
Müggenburger Straße,POINT(10.052761 53.511648),['Station']
Wendeplatz,POINT(9.572689 53.485542),['Station']
Gotenweg,POINT(10.397753 53.335427),['Station']
Abzweig Horburg,POINT(10.404401 53.353609),['Station']
Am Sportplatz,POINT(10.408776 53.350996),['Station']
St. Dionysstraße,POINT(10.406892 53.346705),['Station']
Im Winkel,POINT(10.394345 53.359783),['Station']
Schule,POINT(10.403635 53.354049),['Station']
Am See,POINT(10.411278 53.350814),['Station']
Bredenbeck 18,POINT(9.34492 53.439964),['Station']
Bf. Brest-Aspe,POINT(9.383698 53.459811),['Station']
Im Briggen,POINT(10.41321 53.36338),['Station']
Im Rehmen,POINT(10.415274 53.36943),['Station']
Grüner Jäger,POINT(10.411234 53.371293),['Station']
Kapellenweg,POINT(10.128642 53.418467),['Station']
Schule,POINT(10.133452 53.417217),['Station']
Fliegenberg 30,POINT(10.140167 53.415769),['Station']
Steller Chaussee,POINT(10.141073 53.411977),['Station']
Kreuzdeich,POINT(10.143811 53.412023),['Station']
Dinghorn,POINT(9.379784 53.517086),['Station']
Avendorfer Weg (Süd),POINT(10.418858 53.385949),['Station']
Eichenallee,POINT(10.415029 53.389679),['Station']
Schulstraße,POINT(10.41233 53.392622),['Station']
Krümser Straße,POINT(10.319021 53.426597),['Station']
Weizenhagen,POINT(10.32505 53.422612),['Station']
Im Siek,POINT(10.311019 53.428131),['Station']
Stover Strand,POINT(10.303718 53.425057),['Station']
Elbmarsch-Halle,POINT(10.316031 53.428193),['Station']
Deichstraße West,POINT(10.334961 53.419644),['Station']
Kreuzung,POINT(9.595443 53.470884),['Station']
Elbstorfer Deich,POINT(10.294442 53.421294),['Station']
Schultenweg,POINT(10.284887 53.420706),['Station']
Schäferstieg,POINT(9.600746 53.486006),['Station']
Habeckstal,POINT(9.594867 53.492191),['Station']
Schragenberg,POINT(9.592358 53.497019),['Station']
Alte Dorfstraße,POINT(9.602761 53.485735),['Station']
Veddel (BallinStadt),POINT(10.013569 53.5218),['Station']
Wilhelmsburg,POINT(10.007052 53.49878),['Station']
Kirchdorfer Straße (Museum Elbinsel),POINT(10.019041 53.490996),['Station']
Friedhof Finkenriek,POINT(10.011421 53.47468),['Station']
Friedhof Finkenriek (Eingang),POINT(10.004572 53.475519),['Station']
Weidendamm,POINT(10.00613 53.48088),['Station']
Kornweide,POINT(9.993604 53.481793),['Station']
König-Georg-Deich,POINT(9.995768 53.477723),['Station']
Freiluftschule Moorwerder,POINT(10.06198 53.46318),['Station']
Moorwerder Hauptdeich 35,POINT(10.055695 53.465976),['Station']
Moorwerder Hauptdeich 69,POINT(10.046389 53.47268),['Station']
Heuckenlock,POINT(10.03923 53.476175),['Station']
Stillhorner Weg,POINT(10.033576 53.478408),['Station']
Schützenhof,POINT(10.023954 53.478518),['Station']
Am Callabrack,POINT(10.009768 53.482448),['Station']
Stübenhofer Weg,POINT(10.012459 53.484115),['Station']
Karl-Arnold-Ring,POINT(10.016903 53.486009),['Station']
Kirchdorf (Süd),POINT(10.018886 53.484518),['Station']
Moorwerder Osterdeich,POINT(10.060605 53.46782),['Station']
Moorwerder Mühle,POINT(10.060526 53.470687),['Station']
Moorwerder Norderdeich (Ost),POINT(10.0603 53.47369),['Station']
Moorwerder Norderdeich (Fußweg),POINT(10.058229 53.476413),['Station']
Bauernstegel,POINT(10.054457 53.47978),['Station']
Einlagedeich,POINT(10.045565 53.479615),['Station']
Goetjensorter Deich,POINT(10.048156 53.490618),['Station']
Trettaustraße,POINT(9.990572 53.493895),['Station']
Hohe Schaar,POINT(9.982674 53.480113),['Station']
Eversween (Süd),POINT(9.979392 53.484103),['Station']
Eversween (Mitte),POINT(9.978603 53.489114),['Station']
Eversween (Nord),POINT(9.975981 53.496944),['Station']
Rethebrücke (Süd),POINT(9.967812 53.502186),['Station']
Kattwykdamm,POINT(9.975517 53.493147),['Station']
Haulander Weg,POINT(9.990004 53.488302),['Station']
Burgweide,POINT(10.022823 53.486605),['Station']
Stübenhofer Wettern,POINT(10.0241 53.48522),['Station']
Dahlgrünring,POINT(10.018634 53.483424),['Station']
Auf der Hohen Schaar,POINT(9.963503 53.497576),['Station']
Hohe-Schaar-Kamp,POINT(9.97059 53.496449),['Station']
Blumensand Abzweigung,POINT(9.968524 53.500357),['Station']
Am Rundling,POINT(10.737233 53.158835),['Station']
Leestahl 2,POINT(10.699881 53.207911),['Station']
Rassau (ASM-Halt),POINT(11.01273 53.186732),['Station']
Ziegelei,POINT(10.256017 53.396104),['Station']
Abzweigung Strenglin,POINT(10.474443 53.994388),['Station']
Eiche,POINT(10.482504 53.999392),['Station']
Otternbergskamp,POINT(10.483581 54.00264),['Station']
Segeberger Straße,POINT(10.482033 53.997286),['Station']
Habichtshorst,POINT(10.251879 53.345791),['Station']
Winser Ilmer,POINT(10.222803 53.343001),['Station']
GS im Borsteler Grund,POINT(10.226477 53.355382),['Station']
Turnhallenweg,POINT(10.237429 53.350309),['Station']
Abzweigung Bergrade,POINT(10.568032 53.698305),['Station']
Drift,POINT(10.307336 53.336542),['Station']
Zum Felde,POINT(10.309278 53.33671),['Station']
Feuerwehr,POINT(10.312708 53.337912),['Station']
Brücke,POINT(10.325104 53.335834),['Station']
Mühle,POINT(10.347329 53.338883),['Station']
Ortsmitte,POINT(10.345837 53.343465),['Station']
Grundschule,POINT(10.346808 53.341872),['Station']
Dunklestraße,POINT(10.346159 53.346516),['Station']
An der Bundesstraße,POINT(10.343266 53.334283),['Station']
Steenkrütz,POINT(10.479004 54.013794),['Station']
Ellerndamm,POINT(10.270438 53.342234),['Station']
Bruchweg,POINT(10.276456 53.341109),['Station']
Alte Dorfstraße,POINT(10.275279 53.34194),['Station']
Alte Schule,POINT(10.271669 53.345761),['Station']
Tankenrader Berg,POINT(10.526899 53.957306),['Station']
Ort,POINT(10.513223 53.252027),['Station']
Bf. Meckelfeld,POINT(10.030922 53.424239),['Station']
Redderkate,POINT(10.4674 53.947634),['Station']
Op dan Brink,POINT(10.583294 53.241276),['Station']
Siedlung,POINT(10.589438 53.24132),['Station']
Im Ort,POINT(10.566151 53.250552),['Station']
Wendenstraße,POINT(10.560237 53.249434),['Station']
Am Vitusbach,POINT(10.572855 53.234387),['Station']
Hauptstraße,POINT(10.572127 53.234145),['Station']
Reinstorfer Kreuz,POINT(10.567409 53.221024),['Station']
Wennekath 8,POINT(10.632539 53.23628),['Station']
Wennekath 5,POINT(10.624254 53.236645),['Station']
Försterweg,POINT(10.002655 53.40632),['Station']
Lüneburger Straße,POINT(10.522456 53.228931),['Station']
Dorfstraße,POINT(10.521086 53.223656),['Station']
Schule,POINT(10.537416 53.22598),['Station']
Samtgemeinde,POINT(10.537765 53.226937),['Station']
Industriegebiet,POINT(10.530654 53.207268),['Station']
Eichenallee,POINT(10.038502 53.391447),['Station']
Kohlhöfen,POINT(10.043096 53.39369),['Station']
BAB-Auffahrt,POINT(10.044654 53.390396),['Station']
Speckmannstraße,POINT(10.033863 53.378063),['Station']
Hoher Weg,POINT(10.098354 53.386005),['Station']
Im Stemmbruch,POINT(10.087026 53.391491),['Station']
Höpmannsweg,POINT(10.09616 53.391282),['Station']
Bf. Stelle,POINT(10.108613 53.387501),['Station']
Grasweg 5,POINT(10.098474 53.390084),['Station']
Am Hang,POINT(10.101661 53.383135),['Station']
Schulzentrum,POINT(10.105445 53.380656),['Station']
Bardenweg,POINT(10.113359 53.37928),['Station']
Achterdeicher Weg,POINT(10.120629 53.380892),['Station']
Alte Lüneburger Straße,POINT(10.131276 53.374924),['Station']
Fiefhusen,POINT(10.116724 53.376364),['Station']
Schafwedel,POINT(10.120096 53.373187),['Station']
Zum Reiherhorst,POINT(10.076645 53.390543),['Station']
Kieselshöh,POINT(10.093877 53.363834),['Station']
Im Ahler,POINT(10.11635 53.381615),['Station']
Kolenbeekstieg,POINT(10.082065 53.389128),['Station']
Mulsumer Berg,POINT(9.341596 53.530014),['Station']
Im Twieten,POINT(10.139219 53.364568),['Station']
Steinhage,POINT(10.124849 53.36882),['Station']
Grundschule,POINT(10.127415 53.366424),['Station']
Büllhorner Weg,POINT(10.106855 53.359149),['Station']
Schlehenweg,POINT(10.126468 53.362425),['Station']
Königsberger Straße,POINT(10.123285 53.361898),['Station']
Bf. Ashausen,POINT(10.147031 53.368474),['Station']
Krummesser Baum,POINT(10.635835 53.806638),['Station']
Möhlenbarg,POINT(9.974603 53.679672),['Station']
Bf. Klecken,POINT(9.928648 53.366537),['Station']
Wachtelweg,POINT(9.931365 53.35886),['Station']
Am Walde,POINT(9.936509 53.349619),['Station']
Am Teich,POINT(9.943205 53.365201),['Station']
Grundschule,POINT(9.938093 53.368422),['Station']
Eichenweg,POINT(9.938399 53.369354),['Station']
Rotdornweg,POINT(9.921311 53.351651),['Station']
Stieglitzweg,POINT(9.926127 53.357706),['Station']
Bahnhofstraße,POINT(9.910394 53.36861),['Station']
Neu Eckeler Straße,POINT(9.916053 53.368378),['Station']
Eckeler Berg,POINT(9.921063 53.368025),['Station']
Vaenser Weg,POINT(9.909341 53.366443),['Station']
Am Husarendenkmal,POINT(10.077928 53.564789),['Station']
Ziesenißstraße,POINT(10.074754 53.567594),['Station']
Bahngärten,POINT(10.077815 53.570406),['Station']
Gustav-Adolf-Straße,POINT(10.082631 53.571018),['Station']
Bf. Hasselbrook,POINT(10.057301 53.565602),['Station']
Hammer Straße,POINT(10.061595 53.568907),['Station']
U Wandsbek Markt,POINT(10.068714 53.572267),['Station']
Wendemuthstraße,POINT(10.074948 53.574637),['Station']
Hogrevestraße,POINT(10.072713 53.576975),['Station']
U S Wandsbeker Chaussee,POINT(10.058483 53.570012),['Station']
Fichtestraße,POINT(10.051442 53.56852),['Station']
U Ritterstraße,POINT(10.044027 53.567165),['Station']
Wagnerstraße,POINT(10.039918 53.570095),['Station']
Josephstraße,POINT(10.079627 53.572798),['Station']
U Wartenau,POINT(10.03446 53.564194),['Station']
Maxstraße,POINT(10.048239 53.570857),['Station']
Seumestraße,POINT(10.054738 53.573011),['Station']
S Friedrichsberg,POINT(10.058423 53.576069),['Station']
Krausestraße,POINT(10.057269 53.580042),['Station']
Straßburger Platz,POINT(10.062063 53.580952),['Station']
U Straßburger Straße,POINT(10.067746 53.582384),['Station']
U S Wandsbeker Chaussee (Hammer Straße),POINT(10.061125 53.570016),['Station']
Olivaer Straße,POINT(10.057584 53.583597),['Station']
U Alter Teichweg,POINT(10.064589 53.586527),['Station']
Wandsbeker Allee,POINT(10.0698 53.579391),['Station']
Schön Klinik Eilbek,POINT(10.049732 53.578707),['Station']
Gluckstraße,POINT(10.03894 53.572062),['Station']
Uferstraße,POINT(10.03094 53.567153),['Station']
Eilbeker Weg,POINT(10.043408 53.568402),['Station']
Auenstraße,POINT(10.050693 53.572426),['Station']
Kantstraße,POINT(10.053011 53.569728),['Station']
Waldschule,POINT(10.746312 53.812897),['Station']
Schatzmeisterstraße,POINT(10.078245 53.567149),['Station']
Claudiusstraße,POINT(10.071226 53.564768),['Station']
Bartholomäus-Therme,POINT(10.028301 53.577842),['Station']
Zu den Höfen,POINT(9.643584 53.314387),['Station']
Neue Straße,POINT(9.655123 53.313443),['Station']
Büntberg,POINT(9.641862 53.324576),['Station']
Hollinde,POINT(9.63509 53.343527),['Station']
Birkenbüschen,POINT(9.616913 53.321069),['Station']
Kallmoor,POINT(9.598893 53.323434),['Station']
Richardstraße,POINT(10.038735 53.56864),['Station']
Gehege,POINT(9.704632 53.324069),['Station']
Spritzenhaus,POINT(9.705324 53.304144),['Station']
Reddernweg,POINT(9.698709 53.304201),['Station']
Abzweig Dohren,POINT(9.684476 53.295918),['Station']
Ort,POINT(9.684655 53.293994),['Station']
Linauer Berg,POINT(10.408934 53.642002),['Station']
Feuerwehr,POINT(10.469663 53.215692),['Station']
Auf der Hausstelle,POINT(10.476825 53.217617),['Station']
Lüneburger Straße,POINT(10.46972 53.219106),['Station']
Niendorfer Weg,POINT(10.472476 53.214336),['Station']
Düchelsdorf,POINT(10.587107 53.737195),['Station']
Alter Teichweg,POINT(10.064486 53.586654),['Station']
Straßburger Straße,POINT(10.067913 53.581807),['Station']
Wandsbek Markt,POINT(10.066313 53.571659),['Station']
Ritterstraße,POINT(10.046196 53.567605),['Station']
Neu Bleckede,POINT(10.74711 53.302423),['Station']
Fähranleger,POINT(10.734634 53.298489),['Station']
Neu Bleckede (Schiffsanleger),POINT(10.740022 53.300415),['Station']
Neu Wendischthun,POINT(10.775966 53.305124),['Station']
Abzweig,POINT(10.78683 53.303739),['Station']
Hasselbrook,POINT(10.05656 53.564935),['Station']
Wandsbeker Chaussee,POINT(10.059578 53.570344),['Station']
Friedrichsberg,POINT(10.057316 53.576501),['Station']
Pinkertweg 12,POINT(10.089645 53.526809),['Station']
Pinkertweg (Mitte),POINT(10.092783 53.52625),['Station']
Hasencleverstraße,POINT(10.088364 53.55092),['Station']
Liebigstraße (Mitte),POINT(10.096217 53.532508),['Station']
Berzeliusstraße (Mitte),POINT(10.097209 53.534153),['Station']
Moorfleeter Straße (Nord),POINT(10.09842 53.536064),['Station']
Billstedter Hauptstraße,POINT(10.100612 53.540312),['Station']
Schiffbeker Höhe,POINT(10.107243 53.547592),['Station']
U Billstedt,POINT(10.106563 53.542351),['Station']
Querkamp,POINT(10.094292 53.551441),['Station']
Sandkamp,POINT(10.08974 53.553989),['Station']
Rudolf-Roß-Allee,POINT(10.103027 53.558369),['Station']
Dannerallee,POINT(10.108644 53.559054),['Station']
Böcklerstraße,POINT(10.107688 53.563448),['Station']
Gymnasium Marienthal,POINT(10.10713 53.566364),['Station']
Tribünenweg,POINT(10.081038 53.559495),['Station']
U Horner Rennbahn,POINT(10.084509 53.554171),['Station']
O'Swaldstraße,POINT(10.079751 53.556335),['Station']
Rhiemsweg,POINT(10.074976 53.557879),['Station']
Horner Kreisel,POINT(10.067757 53.559453),['Station']
Caspar-Voght-Straße,POINT(10.061517 53.560371),['Station']
Sievekingdamm,POINT(10.052208 53.56048),['Station']
Am Elisabethgehölz,POINT(10.062056 53.557212),['Station']
U Rauhes Haus,POINT(10.065068 53.553933),['Station']
Culinstraße,POINT(10.073196 53.551973),['Station']
Bauerberg,POINT(10.078464 53.550264),['Station']
Horner Rampe,POINT(10.084819 53.547438),['Station']
Horner Brückenweg,POINT(10.088839 53.545344),['Station']
Washingtonallee,POINT(10.096033 53.542331),['Station']
Eekholtesweg,POINT(10.083597 53.541519),['Station']
Blaue Brücke,POINT(10.083877 53.538902),['Station']
Wöhlerstraße,POINT(10.082825 53.535506),['Station']
Berzeliusstraße (West),POINT(10.088246 53.535744),['Station']
Liebigstraße 30,POINT(10.086862 53.534139),['Station']
Moorfleeter Straße (Mitte),POINT(10.094546 53.52972),['Station']
Werner-Siemens-Straße 34,POINT(10.091424 53.530288),['Station']
Werner-Siemens-Straße 20,POINT(10.085225 53.531441),['Station']
Grusonstraße,POINT(10.080772 53.531903),['Station']
Feuerwehrakademie Hamburg,POINT(10.07969 53.526702),['Station']
Bredowstraße (Mitte),POINT(10.083836 53.524328),['Station']
Moorfleeter Straße (Süd),POINT(10.088852 53.52235),['Station']
Bredowbrücke,POINT(10.076535 53.529533),['Station']
Kraftwerk Tiefstack,POINT(10.06913 53.527138),['Station']
Borsigstraße (Mitte),POINT(10.074667 53.533207),['Station']
Spliedtring,POINT(10.108659 53.562513),['Station']
Öjendorfer Weg,POINT(10.11416 53.545551),['Station']
Friedhof Öjendorf (Südeingang),POINT(10.128719 53.553502),['Station']
Kirchlinden,POINT(10.1019 53.541684),['Station']
Meriandamm,POINT(10.111241 53.552183),['Station']
Prinzenweg,POINT(10.113466 53.554741),['Station']
Manshardtstraße,POINT(10.115722 53.557317),['Station']
Fuchsbergredder,POINT(10.118494 53.56057),['Station']
Vierbergen,POINT(10.092644 53.546639),['Station']
Friedhof Öjendorf (Haupteingang),POINT(10.121863 53.557295),['Station']
Friedhof Öjendorf (Feierhallen),POINT(10.126425 53.556884),['Station']
Friedhof Öjendorf (Süd-Ring),POINT(10.123532 53.554215),['Station']
Friedhof Öjendorf (Ost-Ring),POINT(10.131611 53.555002),['Station']
Friedhof Öjendorf (Nord-Ring),POINT(10.125048 53.559017),['Station']
Am Horner Moor,POINT(10.100365 53.55462),['Station']
Billbrookdeich,POINT(10.076968 53.5359),['Station']
Mühlenhagen,POINT(10.067453 53.536588),['Station']
Langer Hagen,POINT(10.065309 53.535915),['Station']
Aschenputtelstraße,POINT(10.119646 53.562483),['Station']
Hammer Steindamm,POINT(10.055687 53.560809),['Station']
Berzeliusstraße 42,POINT(10.094672 53.534607),['Station']
Kroogblöcke,POINT(10.097185 53.552447),['Station']
Reinskamp,POINT(10.127238 53.544341),['Station']
Kattensteert,POINT(10.099561 53.549829),['Station']
Mattkamp,POINT(10.126478 53.545831),['Station']
Friedhof Öjendorf (Nordeingang),POINT(10.131294 53.558383),['Station']
Salomon-Petri-Ring,POINT(10.13196 53.547163),['Station']
Öjendorfer Höhe,POINT(10.127587 53.542172),['Station']
Archenholzstraße (Ost),POINT(10.125496 53.544645),['Station']
Stengelestraße,POINT(10.090975 53.549189),['Station']
Georg-Blume-Straße,POINT(10.102126 53.562007),['Station']
Grüningweg,POINT(10.101021 53.56014),['Station']
Dahrendorfweg,POINT(10.106445 53.5569),['Station']
Horner Redder,POINT(10.102994 53.552439),['Station']
U Legienstraße,POINT(10.097899 53.546232),['Station']
Gut Willerding,POINT(10.456761 53.225053),['Station']
Kreuzung B 216,POINT(10.587172 53.214499),['Station']
Zur Doven Elbe,POINT(10.588604 53.214363),['Station']
Abzweig Radenbeck,POINT(10.621069 53.201111),['Station']
Ort,POINT(10.582437 53.203023),['Station']
Gifkendorfer Straße,POINT(10.546432 53.19734),['Station']
Gifkendorf,POINT(10.55024 53.189248),['Station']
Volkstorf,POINT(10.545884 53.206235),['Station']
Abzweigung Bahnhof,POINT(10.549581 53.198764),['Station']
Bahnbrücke,POINT(10.545577 53.2002),['Station']
Pinkertbrücke,POINT(10.084688 53.527537),['Station']
Ort,POINT(9.783456 53.225094),['Station']
Hasselkamp,POINT(9.776893 53.233961),['Station']
Dorfstraße,POINT(9.779377 53.214868),['Station']
Rauhes Haus,POINT(10.06613 53.554193),['Station']
Horner Rennbahn,POINT(10.083851 53.553827),['Station']
Legienstraße,POINT(10.095527 53.547269),['Station']
Billstedt,POINT(10.107406 53.542262),['Station']
Tiefstack,POINT(10.065213 53.531513),['Station']
Hüllenkamp,POINT(10.15491 53.587693),['Station']
Potsdamer Straße,POINT(10.148625 53.585902),['Station']
Berliner Platz,POINT(10.141506 53.583994),['Station']
Liegnitzer Straße,POINT(10.137659 53.580194),['Station']
Schweidnitzer Straße,POINT(10.135975 53.577065),['Station']
Jenfelder Straße,POINT(10.135139 53.574045),['Station']
Jenfeld-Zentrum,POINT(10.13584 53.57092),['Station']
Denksteinweg,POINT(10.131135 53.571108),['Station']
Schiffbeker Weg,POINT(10.1247 53.570935),['Station']
Am Hohen Feld,POINT(10.115585 53.571039),['Station']
Universität der Bundeswehr,POINT(10.105638 53.570502),['Station']
Bf. Tonndorf (Tonndorfer Hauptstraße),POINT(10.123308 53.585613),['Station']
Gleiwitzer Bogen,POINT(10.141083 53.570546),['Station']
Holsteiner Tor,POINT(10.149246 53.569857),['Station']
Bovestraße,POINT(10.085613 53.568987),['Station']
AK Wandsbek,POINT(10.091342 53.568711),['Station']
Osterkamp,POINT(10.100076 53.569673),['Station']
Glatzer Straße,POINT(10.144576 53.579687),['Station']
Bekkamp,POINT(10.143646 53.576012),['Station']
Jenfelder Allee,POINT(10.126969 53.575092),['Station']
Bekkampsweg,POINT(10.138923 53.574997),['Station']
Studio Hamburg,POINT(10.124861 53.586101),['Station']
Schimmelmannstraße (Mitte),POINT(10.10503 53.572089),['Station']
Am Jenfelder Moor,POINT(10.113797 53.576519),['Station']
Albert-Schweitzer-Ring,POINT(10.123114 53.579442),['Station']
Kuehnstraße,POINT(10.126556 53.582249),['Station']
Köpenicker Straße,POINT(10.13329 53.584512),['Station']
Bf. Tonndorf,POINT(10.122454 53.586438),['Station']
Wilsonstraße,POINT(10.129425 53.587936),['Station']
Am Pulverhof (Süd),POINT(10.137442 53.592892),['Station']
Loher Straße,POINT(10.144977 53.593979),['Station']
Brockdorffstraße,POINT(10.152537 53.596477),['Station']
Wilhelm-Grimm-Straße,POINT(10.156173 53.600179),['Station']
Pflegezentrum Holstenhof,POINT(10.122915 53.56796),['Station']
Rübezahlstraße,POINT(10.12069 53.564297),['Station']
Paracelsusstraße,POINT(10.13196 53.597455),['Station']
Nordmarkstraße,POINT(10.110393 53.582004),['Station']
Stemmeshay,POINT(10.130643 53.591699),['Station']
Friedhof Tonndorf,POINT(10.11453 53.58317),['Station']
Kielmannseggstraße,POINT(10.092346 53.573104),['Station']
Luetkensallee,POINT(10.099035 53.574346),['Station']
Am Pulverhof (Mitte),POINT(10.134452 53.594071),['Station']
Sonnenweg (Mitte),POINT(10.123342 53.590321),['Station']
Rehkoppel,POINT(10.119665 53.560362),['Station']
Rispengrasweg,POINT(10.126393 53.56082),['Station']
Fuchsbergweg,POINT(10.132502 53.562388),['Station']
Hans-Rubbert-Straße,POINT(10.132627 53.565379),['Station']
Otto-Hahn-Schule Jenfeld,POINT(10.127998 53.579153),['Station']
Am Neumarkt 63,POINT(10.096669 53.57568),['Station']
Kaskadenpark,POINT(10.132028 53.581361),['Station']
Grunewaldstraße,POINT(10.151189 53.581906),['Station']
Euckenstraße,POINT(10.125412 53.588657),['Station']
Martensallee,POINT(10.134044 53.590678),['Station']
Am Walde,POINT(10.517391 53.268625),['Station']
K 28,POINT(10.505627 53.275505),['Station']
Am Mühlenberg,POINT(9.775848 53.242397),['Station']
Dorfstraße,POINT(9.784557 53.246024),['Station']
Esteweg,POINT(9.790458 53.245931),['Station']
Knick,POINT(9.73897 53.258985),['Station']
Abzweigung Schillingbostel,POINT(9.739164 53.255426),['Station']
Venusberg (Johanneum),POINT(10.430599 53.246523),['Station']
Vor dem Neuen Tore,POINT(10.392392 53.250112),['Station']
Waldfriedhof,POINT(10.429425 53.236051),['Station']
Wichernstraße,POINT(10.397878 53.226747),['Station']
Wielandstraße,POINT(10.410786 53.237666),['Station']
Kulturforum Wienebüttel,POINT(10.374807 53.264272),['Station']
Wiesengrund,POINT(10.37473 53.213294),['Station']
Wilhelm-Hänel-Weg,POINT(10.404742 53.269413),['Station']
Wilhelm-Leuschner-Straße,POINT(10.444091 53.236557),['Station']
William-Watt-Straße,POINT(10.380586 53.244076),['Station']
Witzendorffstraße,POINT(10.392371 53.256376),['Station']
Zeltberg,POINT(10.407059 53.265127),['Station']
Von-Stern-Straße,POINT(10.462592 53.245874),['Station']
Gebrüder-Heyn-Straße,POINT(10.46672 53.248295),['Station']
Am Elsenbruch,POINT(10.401548 53.224502),['Station']
Schwarzer Weg,POINT(10.428282 53.271398),['Station']
GHS Kreideberg,POINT(10.398005 53.261881),['Station']
Teufelsküche,POINT(10.385031 53.238363),['Station']
Am Eiskeller,POINT(10.384769 53.23629),['Station']
Auf dem Knieberg,POINT(10.388624 53.235545),['Station']
Pilgerpfad,POINT(10.378456 53.209962),['Station']
Bülows Kamp,POINT(10.446124 53.231554),['Station']
Hermann-Wagner-Straße,POINT(10.444434 53.22851),['Station']
Wümmegrund,POINT(9.716703 53.219566),['Station']
Denkmal,POINT(9.742431 53.239051),['Station']
Schule,POINT(9.744732 53.237851),['Station']
Ohnhorstblick,POINT(9.742119 53.245262),['Station']
Wümme 13,POINT(9.629471 53.250566),['Station']
Schule,POINT(9.618118 53.246617),['Station']
Abzweigung B 75,POINT(9.612596 53.241839),['Station']
Moorweg,POINT(9.629346 53.234931),['Station']
Poststraße,POINT(9.639669 53.232172),['Station']
Schulstraße,POINT(9.655042 53.229761),['Station']
Jägerstraße,POINT(9.669773 53.227585),['Station']
Abzweigung Fintel,POINT(9.680512 53.225862),['Station']
Nordweg / Mittelweg,POINT(9.639328 53.241465),['Station']
Geyerhof,POINT(9.687712 53.240638),['Station']
Dreihausen 12,POINT(9.674424 53.242412),['Station']
Ort,POINT(9.701991 53.247294),['Station']
Abzweig Dreihausen,POINT(9.699624 53.239966),['Station']
Wümmepark,POINT(9.629519 53.244671),['Station']
Sittenser Straße,POINT(9.681128 53.270256),['Station']
Huthscher Weg,POINT(9.659144 53.260864),['Station']
GS Kehre,POINT(9.682075 53.274187),['Station']
Feuerwehr,POINT(9.677876 53.270311),['Station']
Bremer Straße 87,POINT(9.651702 53.25829),['Station']
GS Tannengrund,POINT(9.682945 53.272394),['Station']
Waldring,POINT(9.668466 53.26668),['Station']
Siedlung,POINT(9.629003 53.274829),['Station']
Ort,POINT(9.611095 53.278355),['Station']
Avensermoor 5,POINT(9.609417 53.271076),['Station']
Everstorfermoor 4,POINT(9.619152 53.269462),['Station']
Bahnbrücke,POINT(9.701325 53.256975),['Station']
Hof,POINT(9.698867 53.262453),['Station']
Hutscher Weg 12,POINT(9.655494 53.254415),['Station']
Ort,POINT(9.701717 53.252561),['Station']
An der Heide,POINT(9.654264 53.249417),['Station']
Sittenser Straße 26,POINT(9.664783 53.271733),['Station']
Wümme 10,POINT(9.624348 53.254726),['Station']
Ort,POINT(9.76856 53.251169),['Station']
Werner-Otto-Straße (Mitte),POINT(10.069821 53.59995),['Station']
Gladowstraße,POINT(10.0751 53.579425),['Station']
Walddörferstraße,POINT(10.0812 53.580008),['Station']
Friedrich-Ebert-Damm (West),POINT(10.078588 53.584758),['Station']
Tilsiter Straße,POINT(10.078556 53.588828),['Station']
U Wandsbek-Gartenstadt,POINT(10.0761 53.592022),['Station']
Haldesdorfer Straße,POINT(10.072276 53.596684),['Station']
Werner-Otto-Straße,POINT(10.068662 53.601335),['Station']
Rahnstraße,POINT(10.070932 53.605672),['Station']
Steilshooper Allee,POINT(10.07275 53.608819),['Station']
Bramfelder Dorfplatz,POINT(10.076273 53.614879),['Station']
Berner Chaussee,POINT(10.080355 53.619093),['Station']
Heukoppel,POINT(10.080313 53.611536),['Station']
Ellernreihe (Mitte),POINT(10.080218 53.60841),['Station']
Ellernreihe,POINT(10.081266 53.606271),['Station']
Karl-Müller-Ring,POINT(10.078219 53.602902),['Station']
Hegholt,POINT(10.080759 53.601181),['Station']
Carl-Bremer-Ring,POINT(10.084522 53.603034),['Station']
Turnierstieg,POINT(10.091433 53.599799),['Station']
Barmwisch,POINT(10.09177 53.597029),['Station']
Voßkulen,POINT(10.08599 53.594305),['Station']
Rauschener Ring,POINT(10.081188 53.594339),['Station']
Tilsiter Straße (Mitte),POINT(10.084418 53.590707),['Station']
Eulenkamp,POINT(10.072693 53.583346),['Station']
Stephanstraße,POINT(10.085965 53.586272),['Station']
